"Hospitality Management, B.S.: 120 units"
HRT 1010
HRT 2010
HRT 2020
HRT 2030
HRT 2400
HRT 2740
HRT 2760
HRT 2810
HRT 2810L
HRT 3020
HRT 3410
HRT 3500
HRT 3740
HRT 3830
HRT 3830L
HRT 4100
HRT 4740
HRT 4760
HRT 3170
HRT 3950
HRT 4840
HRT 3040
HRT 3930
HRT 4860
HRT 3050
HRT 4020
HRT 4870
HRT 2500
HRT 2550
HRT 3040
HRT 3050
HRT 3120
HRT 3150
HRT 3160
HRT 3170
HRT 3240
HRT 3240L
HRT 3250
HRT 3250L
HRT 3810
HRT 3810L
HRT 3900
HRT 3930
HRT 3950
HRT 4020
HRT 4150
HRT 4200
HRT 4220
HRT 4250
HRT 4410
HRT 4420
HRT 4610
HRT 4800
HRT 4840
HRT 4850
HRT 4860
HRT 4870
CPU 3003
