"Nutrition, B.S. - Nutrition and Health Subplan/Option: 120 units"
AG 4010
BIO 1150
BIO 1150L
BIO 2060
BIO 2060L
BIO 2350
BIO 2350L
BIO 3000
CHM 1210
CHM 1210L
CHM 1220
CHM 1220L
CHM 2010
COM 2204
ENG 1103
ENG 2105
FST 3210
FST 3210L
FST 3250
NTR 1000
NTR 1210
NTR 1210L
NTR 2280
NTR 2350
NTR 2350L
NTR 3130
NTR 3350
NTR 3450
NTR 3450S
NTR 3450A
NTR 3450AS
PSY 2201
STA 1200
AG 1010
MAT 1060
MAT 1200
PHY 1210
PHY 1210L
AVS 2211
BIO 3030
BIO 3090
COM 3327
FST 4240
FST 4250
HRT 2550
KIN 2700
KIN 3010
KIN 3030
KIN 3030L
KIN 3650
KIN 4080
KIN 4530
KIN 4540
NTR 4410
NTR 4420
NTR 4450
NTR 4850
PSY 3325
PSY 3326
NTR 4850
KIN 2700
KIN 3010
AVS 2211
KIN 4650
NTR 4380
BIO 3090
BIO 3030
COM 3327
FST 4240
FST 4250
HRT 2550
KIN 3030
KIN 3030L
KIN 3650
KIN 4080
KIN 4530
KIN 4540
NTR 2030
NTR 4410
NTR 4420
NTR 4450
PSY 3325
PSY 3326
