"Kinesiology, B.S. - General Subplan/Option: 120 units"
BIO 1150
BIO 1150L
BIO 2340
BIO 2340L
BIO 2350
BIO 2350L
KIN 2020
KIN 2040
KIN 2040L
KIN 2050
KIN 2200
KIN 2290
KIN 2460
KIN 3030
KIN 3030L
KIN 3620
KIN 3620A
KIN 4300
NTR 3050
STA 1200
KIN 3600
KIN 4410
MHR 3010
PSY 3326
ANT 3570
BIO 1020
BIO 1210
BIO 1210L
BIO 1220
BIO 1220L
BIO 2020
BIO 2060
BIO 2060L
BIO 2400
BIO 3000
BIO 3040
BIO 3220
BIO 3600
BIO 4700
BIO 4700L
CHM 1210
CHM 1210L
CHM 1220
CHM 1220L
CHM 2010
CHM 2010L
EC 1100
EWS 1401
EWS 2180
EWS 4070
KIN 2300
KIN 2400
KIN 3010
KIN 3400
KIN 3520
KIN 3520A
KIN 3650
KIN 4040
KIN 4080
KIN 4120
KIN 4120L
KIN 4410
KIN 4430
KIN 4450
KIN 4500
KIN 4500L
KIN 4530
KIN 4540
KIN 4550
KIN 4550L
KIN 4560
KIN 4570
KIN 4580
KIN 4610
KIN 4650
KIN 4650A
MAT 1060
PHY 1210
PHY 1210L
PHY 1220
PHY 1220L
PLS 4800
PSY 2201
PSY 4150
PSY 4170
RS 1110
SOC 2201
SOC 3340
SOC 4250
URP 1051
KIN 3520
KIN 3520A
KIN 3650
KIN 4530
KIN 4530A
KIN 4560
KIN 4580
KIN 3400
KIN 4040
KIN 4120
KIN 4120L
KIN 4500
KIN 4500L
KIN 4540
KIN 4550
KIN 4650
KIN 4650A
KIN 4570
KIN 4610
ANT 3570
KIN 2400
KIN 3400
KIN 4650
KIN 4650A
SOC 2201
BIO 1020
BIO 3040
EC 1100
EWS 2180
KIN 3010
KIN 3650
KIN 4610
PLS 4800
RS 1110
SOC 4250
KIN 2300
KIN 4450
KIN 4490
SOC 2201
SOC 3340
EWS 1401
KIN 3400
KIN 4430
KIN 4570
KIN 4610
KIN 4650
KIN 4650A
URP 1051
